10.53510748,0.542943991,0.580153712,0.423504764,0.496772758,0.5289767,0.523999706,0.305904016,0.429850054,0.403578075
0.542943991,10.04510925,0.498216104,0.46388361,0.62650249,0.417113645,0.424030997,0.508296436,0.632381635,0.612714912
0.580153712,0.498216104,10.02446998,0.044300764,0.735437542,0.747076653,0.397310462,0.486580354,0.35828933,0.566120612
0.423504764,0.46388361,0.044300764,10.81203974,0.347078369,0.20806555,0.581072449,0.452200633,0.618185992,0.447316258
0.496772758,0.62650249,0.735437542,0.347078369,10.21489838,0.520225957,0.518931233,0.19031879,0.416935936,0.53063842
0.5289767,0.417113645,0.747076653,0.20806555,0.520225957,10.21464097,0.756199535,0.632386094,0.311429815,0.618047204
0.523999706,0.424030997,0.397310462,0.581072449,0.518931233,0.756199535,10.35374039,0.853659222,0.325191166,0.625467032
0.305904016,0.508296436,0.486580354,0.452200633,0.19031879,0.632386094,0.853659222,10.43442533,0.250836252,0.632173021
0.429850054,0.632381635,0.35828933,0.618185992,0.416935936,0.311429815,0.325191166,0.250836252,10.47688014,0.509450712
0.403578075,0.612714912,0.566120612,0.447316258,0.53063842,0.618047204,0.625467032,0.632173021,0.509450712,10.49717965
