5.583566716,-0.441667252,-0.663300181,-1.249623134,-6.530464227,-4.984165997,2.594874802,2.646629654,-2.165617421,-1.600518202,3.790150636,4.647236219,0.552877435,0.92676504,1.109948367,2.555302095,2.70633467,4.416393067,-2.380758946,4.310130807
6.129721509,2.374902708,-2.583949571,-2.224729817,0.279965502,-0.850298098,-1.542499771,-2.686894831,-1.808530541,-1.99018789,0.056737968,-1.33676275,0.90325161,0.782483988,-2.898552516,-3.314684709,1.306459956,3.688647841,1.246025121,-1.840899071
5.793226266,1.133844629,-1.939493549,1.570726544,-2.125423302,-1.33966397,-0.42901856,-0.09814741,0.950521641,0.654178803,-0.301701934,-0.339925136,-1.900385179,-2.487843286,-1.120454252,-4.300960972,0.420630961,1.268775166,-1.428685804,-1.70033089
3.413049714,-0.1133744,-0.032092831,-0.122147373,2.063549449,0.685517481,5.887909556,4.056242954,1.516055535,1.1199728,-0.627655638,0.412722141,3.494565596,5.240899704,-0.114684136,-0.743892785,-1.221449628,-2.443254689,-1.091857255,-3.620124446
-2.639701885,-0.716557389,-0.851273969,-0.522784614,-7.347432606,-2.653482175,1.043389849,0.774192416,2.685892351,1.102547766,0.668174643,1.228330574,1.495707261,0.064855952,-2.435333419,-2.601579004,-1.004934122,-1.142499502,0.845255886,-0.887229049
-1.84827484,-0.636893709,-2.223488277,-1.227420764,0.253999505,0.540299783,-1.593071594,-0.70980532,-2.052145478,-0.699696955,-1.37840558,0.270661837,-1.236201735,-2.187342195,-2.137416848,-2.827538176,0.66656773,3.349121982,-0.569342766,0.02253259
0.754029441,1.427571018,5.486147486,2.956320758,2.054346142,1.939929175,-3.559875405,-3.074861749,0.880836131,-0.267823512,2.479226855,2.935248969,0.208657946,-0.838602935,0.00576231,0.636065164,1.686230464,3.148130511,0.814825525,-1.465100517
2.009806308,1.916796155,7.820990369,2.953681659,2.071682641,0.105056782,-1.120995825,-0.036335483,0.101876099,-0.128136236,2.390674327,2.341261816,-2.685373703,-1.838743238,0.659950198,1.893145624,2.548305626,4.522749524,0.184809254,1.431155583
1.875128481,1.785216268,-2.607698929,0.244415372,-0.793431956,-1.598343481,-2.120852679,-2.777871862,-1.410348744,-1.660972192,0.080685311,0.172522356,2.036028137,0.864722608,1.285926582,2.522873663,2.292462277,4.436448749,-0.835822166,-0.569616715
0.168442246,0.324606905,0.53741174,0.274617158,-2.99037756,-3.323958514,-3.288399345,-2.482277047,-1.064672876,-1.431673363,0.184964208,-0.465878578,-2.272878541,-1.925933659,1.392359736,4.505576816,-2.401644794,-2.517701843,0.029112568,-1.099252203
0.239366933,-0.953157717,1.198273251,1.36934651,1.495022883,1.575770167,-1.64396799,-0.695485714,-3.394085936,-2.769916443,2.685850444,3.059267233,-3.592775454,-3.678170557,-1.357986723,-2.132876436,2.151374901,5.946670146,-0.760707557,3.049505969
-2.913574172,0.725486487,4.880443523,1.815352855,1.941211422,0.948766207,-3.848085988,-2.880743241,5.419679584,4.777303686,2.002558607,1.227402125,-3.509584494,-3.367405219,-0.01225465,2.046418104,1.411334943,2.5807418,-0.570869732,1.209958549
3.585247325,-1.246923334,8.960638036,2.86294401,0.882175674,1.073891791,0.746048958,1.398506576,-6.016670279,-5.430952517,-0.048798268,-1.002793457,2.041803936,1.828162245,-1.493876443,-3.276506979,-3.299811809,-6.050863784,-0.548736464,-2.671905542
3.838073801,-0.551981203,6.192886178,3.098398415,-3.7588155,-1.8600573,-3.123243767,-3.510692197,2.303709408,1.347722361,0.251702814,-0.446221725,-2.726121358,-3.656753193,-0.895257826,-1.20706818,0.731467899,-1.184099736,-0.249380627,-3.984862361
5.973975158,-1.455664594,-0.558437793,0.259452796,3.154710245,2.153650874,1.614381448,2.171536125,-2.292096993,-2.302404314,-0.52569872,-0.282034096,4.039391705,4.392043531,-0.943576661,-2.409008615,0.70977654,-0.963898253,-3.256022564,-4.872911102
3.018286022,0.546719148,2.363024413,-0.740400342,0.593950664,-0.775707169,1.948549871,1.448511529,1.842589719,2.340017857,3.317791421,3.549144503,0.249659483,-0.366462478,-0.681144157,-0.143802814,0.439009946,0.984092323,0.247034488,1.432705434
0.488062975,1.351635396,0.519530486,-1.961552793,2.244313118,0.75285612,-1.851007898,-0.211188321,2.808028652,1.570664986,-2.211192239,-2.567213559,3.807340482,4.981704442,0.76716967,1.173482546,-0.703086837,-2.381664933,1.20450476,-2.106437366
-2.652168776,-1.147021199,0.511820426,0.258804739,-6.170923738,-3.44493886,3.066610871,2.889696925,-0.57923554,-1.96650803,-4.616575916,-5.085700077,2.548451739,2.675650122,0.206764639,1.577294625,-1.274097454,-1.200233119,2.348661934,-0.41891275
4.787641515,-0.434721474,4.452945758,3.488359156,1.827001197,-0.22730751,-3.442592542,-2.616974764,1.056147056,0.390839444,-1.170981432,-1.252774473,-1.359378127,-1.858813036,-4.93924296,-6.021614556,-1.712010358,-3.840915588,2.93948069,-2.102245304
2.962807893,0.568294617,1.096433249,0.730842412,-2.70220316,-4.114195941,-8.727459903,-6.459636588,4.59446005,4.182997664,1.268017037,1.7793095,-0.734260384,-2.183344544,-0.386740979,1.006393782,1.514576577,-0.316810882,-0.53195749,2.052842586
3.348211375,1.844695906,0.278117305,0.009751855,-1.930449832,-0.779362342,-2.465927493,-0.929379115,-2.748937664,-3.543852006,-1.022451629,1.02073796,0.61877849,-0.243320744,-2.930816333,-2.396166942,2.196119944,2.569830156,1.731406603,-0.194540988
-0.324938386,1.965162728,1.986143617,1.69618829,6.269806365,5.469959076,-1.257994595,-0.935598219,-4.376636321,-4.434991138,1.244426175,1.582422723,3.93491381,4.162362175,-0.698261915,1.064074392,1.110802898,7.332155302,0.897019803,4.351494412
-2.365852462,1.417073202,1.082519955,0.413759541,0.815802276,0.767734959,-2.319433186,-1.316091487,3.301053145,2.682522157,-2.795728889,-2.092329664,-0.594306338,-1.756082771,3.919017242,5.275578387,-0.965623946,-2.501301473,-1.883243596,-1.182874108
3.583469532,-0.320344774,-4.085123594,0.721765372,-0.124213299,-0.334564264,1.425916621,1.349302336,2.279581707,1.524972743,-0.817900178,-0.963989352,1.518713444,2.361700424,0.014643195,0.813682735,-2.646811856,-5.748796613,0.610676407,-0.808653892
1.292503332,-1.069635599,4.411291823,2.147993939,2.087544235,1.140948007,6.161774875,4.139206862,0.606390646,-0.404958996,-2.895974189,-2.120175865,3.896234953,5.031973223,-2.00469081,-1.068645202,-1.290528988,-1.999793232,-1.476108885,1.896149387
