4.202260273,3.07993371,1
7.100691556,2.051519016,1
-2.050935132,3.411490621,1
4.927878153,3.676977806,1
3.712780745,3.857732545,1
0.075920076,2.308840875,1
2.030458764,3.449377623,1
3.766131598,3.10063335,1
11.00153881,3.826069998,1
9.192649458,3.53615708,1
-0.01843896,3.897888426,1
9.786295177,2.868062132,1
4.622053158,2.852798544,1
2.859005017,4.007773405,1
4.598213719,0.876344538,1
2.541681961,2.495413594,1
2.722404798,1.72940555,1
6.331065117,2.617415197,1
6.150696902,3.648679262,1
6.168938574,3.825727149,1
4.501513237,1.985056357,1
0.299977159,2.528930087,1
4.60379438,3.137024874,1
6.645316926,2.708136624,1
4.093199704,3.301818555,1
5.313643906,3.399930943,1
4.62536457,2.070038441,1
2.321485465,2.823169734,1
3.657116577,0.867905401,1
1.239582133,4.145361711,1
4.986513024,2.370909239,1
0.435073266,1.796150026,1
0.609932996,2.746055317,1
1.189905892,1.571353135,1
-3.583619531,2.979142382,1
6.216316112,2.439335003,1
3.727148152,5.177778709,1
1.31192896,4.138465387,1
6.064080685,0.503113497,1
-0.827067057,3.441326932,1
2.77137894,1.601862124,1
2.460108002,2.74494482,1
3.713767968,3.164404073,1
3.699573089,3.747734029,1
1.066069712,2.726953051,1
2.932803259,4.576300147,1
2.631319305,2.519062848,1
4.403596165,3.327512121,1
5.444616353,3.664734121,1
5.480410499,3.085188593,1
1.068813581,3.880952785,1
3.172980186,3.323213138,1
0.285151758,2.215853816,1
0.510136649,1.194626649,1
2.984684437,4.858592949,1
6.427065554,2.395469911,1
1.278974697,3.103359722,1
3.830428271,3.563166955,1
2.495577942,3.113596997,1
5.498484281,2.095273787,1
0.564778204,2.532285418,1
3.072800703,2.875110053,1
4.235487979,4.478958492,1
5.461039264,2.13918431,1
6.45296277,3.784668467,1
3.192147855,3.30862314,1
-0.335297329,2.766139958,1
1.340162632,1.943027254,1
0.626231081,2.715859045,1
8.255782131,2.913309718,1
1.623472346,1.530604926,1
4.672750541,3.192182245,1
2.56973913,2.177706724,1
4.986993317,2.905759412,1
1.289745114,3.336213341,1
-0.135568738,2.095345941,1
-0.180529258,2.711743639,1
4.091634769,3.350062758,1
2.603377092,1.164140857,1
2.561611074,4.035975908,1
6.173673978,5.424461145,1
3.652002481,3.959400509,1
3.442318962,2.684228005,1
6.550203093,3.42862268,1
1.201159436,1.964015221,1
4.557699549,4.87786546,1
4.867313904,3.940704403,1
2.455036379,3.78734578,1
3.482252974,2.124125738,1
0.393093718,3.319949134,1
0.433099551,2.441705715,1
3.234506994,2.688570581,1
4.615009113,2.429990083,1
8.781334196,1.974266384,1
1.508787127,2.091254413,1
3.418884905,2.790102666,1
2.815536857,1.301135916,1
-1.322370646,3.607600576,1
2.01844184,2.882201711,1
-1.013023887,3.699160334,1
4.879136811,3.269648642,1
1.014299898,3.494287055,1
3.223814379,1.516878977,1
1.782396297,1.979735614,1
3.678693129,2.553004989,1
1.657628998,3.109658591,1
4.095595765,4.128736452,1
4.653266204,2.710036959,1
6.827897453,4.261550718,1
2.565926578,3.475424812,1
-1.781507743,4.174116751,1
1.122622488,3.126947068,1
6.028964999,2.343184071,1
0.602587893,1.518600928,1
5.148758176,3.155488996,1
3.277383785,3.818551369,1
6.212551311,2.707411869,1
-1.384705696,2.459213584,1
2.557933328,2.691358185,1
0.299175389,1.903406698,1
9.502503636,2.506990185,1
4.845245544,2.819260644,1
6.083475082,3.045841106,1
0.633837011,2.93621688,1
1.952143705,3.611335194,1
2.390739879,3.109317694,1
5.456152114,4.81401545,1
2.378659469,3.312023828,1
4.568694389,4.804493772,1
-1.588000724,2.27687852,1
2.208767351,3.526547038,1
1.158404544,2.739749138,1
-0.526406707,3.600142509,1
4.13586585,3.593930796,1
3.630535535,0.813978387,1
3.074863293,1.67295685,1
0.017805458,1.558986402,1
5.521149378,3.401844497,1
3.783024966,4.470201281,1
2.331268026,2.673185771,1
3.051183133,3.812323005,1
2.414160398,3.545540104,1
-0.913593831,1.94836769,1
2.36126501,3.397466996,1
1.141007966,2.248105261,1
0.810428138,4.516266897,1
0.414207289,2.967433491,1
1.806930034,4.635999657,1
-1.47802964,2.574941509,1
5.156082535,3.589433367,1
4.162889739,2.937208774,1
2.955216362,0.97804107,1
2.922249488,2.017868474,1
1.215251968,3.612511298,1
